ID	Source	Direction	Target	Status	Contributor	Shift Type	Language	Language ID	Lexeme	Source/Sense1	Target/Sense2	Reference	Comments	Contributor
3073	bile, gall	→	poison	Accepted	MR	Polysemy	Ancient Greek	anci1242	χολή	 'bile' 	'poison' 	 	 poison - snake poison or that of the Learnean Hydra LSJ 1997	 MR
3074	bowel	→	string (of a musical instrument)	Accepted	MR	Polysemy	Ancient Greek	anci1242	χορδή	 'intestine' 	'string' 	 	 LSJ 1998	 MR
3075	light (n.)	—	sun	New	MR	Polysemy	Ancient Greek	anci1242	φῶς	 'light' 	'sun' 	 	 	 MR
3076	lip	→	beak	New	MR	Derivation	Ancient Greek	anci1242	χεῖλος	 'lip' → 		 	 	 MR
3077	seed (n.)	→	freckle	Accepted	MR	Derivation	Russian	russ1263	konoplja	 'cannabis, hemp' → 		 	 	 MR
3078	grass	→	spring (season)	New	MR	Polysemy	Ancient Greek	anci1242	πόα	 'grass' 	'spring, summer (=year)' 	 	 	 MR
3079	melancholy, depression	—	love	New	MR	Polysemy	Romanian	oma1329 	dor	 'melancholy' 	'love' 	 	 DRRS 1, 735, DEX98	 MR
3080	<animal>	→	cunning person	Accepted	MR	Polysemy	Spanish	stan1288	lagarto	 'lizard' 	'cunning fox, dodger' 	 	 Narumov 1995: 456	 MR
3081	single-eyed	→	squint-eyed	New	MR	Polysemy	Latin	lati1261	luscus	 'one-eyed' 	'squint eyed' 	 	 Бурсье 64	 MR
3082	fireplace	→	fire	New	MR	Polysemy	Latin	lati1261	focus	 'fireplace' 	'fire' 	 	 In the second meaning it has been attested already in the works by Propertius. Cf. in the Roman languages in the meaning of 'fire': Ital. fuoco, Rum. foc, Sp. fuego, Fr. feu. Бурсье 64	 MR
3083	enemy	→	war	New	MR	Polysemy	Latin	lati1261	hostis	 'enemy' 	'military campaign' 	 	 Бурсье 65	 MR
3084	weather	→	bad weather	New	MR	Semantic evolution	Latin	lati1261	tempeatas	 'weather' 	Italian 	 	 Also the Fr. Tempête. Бурсье 65	 MR
3085	weather	→	good weather	New	MR	Cognates	English	stan1293	weather	 'weather'  — Russian 	weather	 	 	 MR
3086	to pay	→	to calm down	New	MR	Polysemy	Latin	lati1261	pacare	 'to pay' 	'to calm down, to silence' 	 	 Бурсье 65	 MR
3087	to change money	→	to change (tr.)	New	MR	Polysemy	Latin	lati1261	cambiare	 'to change' 	'to change' 	 	 Бурсье 65	 MR
3088	to kill	→	to sink (tr.)	New	MR	Semantic evolution	Latin	lati1261	necare	 'to kill' 	French 	 	 From the phrase necare aqua. Cf. also the Prov. negar, Sp. anegar, Ital. annegare, Rum. Înneca. Бурсье 67	 MR
3089	spring (season)	→	summer	New	MR	Semantic evolution	Latin	lati1261	ver	 'spring' 	Romanian 	 	 Бурсье 176. Also the Sp. verano, Port. Verão	 MR
3090	swamp	→	forest	New	MR	Semantic evolution	Latin	lati1261	paludem	 'swamp, marsh' 	Romanian 	 	 Бурсье 176. Via the form *padulem with a metathesis. DEX 569-570	 MR
3091	look (n.)	→	face	New	MR	Semantic evolution	Latin	lati1261	visus	 'look, gaze' 	Old French 	 	 Бурсье 177	 MR
3092	beak	→	face	New	MR	Semantic evolution	Latin	lati1261	rostrum	 'beak' 	Spanish 	 	 Бурсье 177	 MR
3093	unhappy	→	leprous	New	MR	Semantic evolution	Latin	lati1261	misellus	 'unhappy' 	Old French 	 	 Also the Ital. misello. Бурсье 177	 MR
3094	saw	→	mountain ridge, edge	New	MR	Polysemy	Spanish	stan1288	sierra	 'saw' 	'mountain range' 	 	 Narumov 1995: 702	 MR
3095	hot	→	necessary	New	MR	Semantic evolution	Latin	lati1261	calere	 'to be hot' 	Old French 	 	 Бурсье 66	 MR
3096	moist, humid	→	wood-louse	New	MR	Derivation	Russian	russ1263	mokryj	 'wet' → 		 	 	 MR
3097	other	—	wrong	New	MR	Polysemy	Koryak	kory1246	алваӈ итылг'ын	 'different, other' 	'wrong' 	 	 The adverb алваӈ'differently', 'in a wrong way'. КорРС 10	 MR
3098	to equalize	—	to compare	New	MR	Polysemy	Koryak	kory1246	аньӈытытак	 'to even, to trim' 	'to match, to confront' 	 	 КорРС 12	 MR
3099	to breathe	—	air	New	MR	Polysemy	Koryak	kory1246	в'ыйв'ый	 'breath' 	'air' 	 	 КорРС 19	 MR
3100	leaf	—	flower	New	MR	Polysemy	Koryak	kory1246	в'ытв'ыт	 'leaf (tree)' 	'flower' 	 	 КорРС 19	 MR
3101	calm	—	motionless	New	MR	Polysemy	Koryak	kory1246	гилулчыг'ын	 'calm' 	'motionless' 	 	 КорРС 22	 MR
3102	to prove, to argue	—	to find	New	MR	Polysemy	Koryak	kory1246	йыг'алӈытовык	 'to prove' 	'to reveal' 	 	 КорРС 40	 MR
3103	bitter	—	sour	New	MR	Polysemy	Koryak	kory1246	нымйыӄэн	 'bitter, tasting like sea water' 	'sour' 	 	 КорРС 78	 MR
3104	to go out	—	to flow into	New	MR	Polysemy	Koryak	kory1246	ӈыток	 'to leave home' 	'to fall flowing into (river)' 	 	 КорРС 82	 MR
3105	throat	→	barrel (of a gun)	New	MR	Polysemy	Koryak	kory1246	пилгын	 'throat' 	'barrel' 	 	 КорРС 86	 MR
3106	to steal	→	to take	New	MR	Polysemy	Italian	ital1282	pigliare	 'to steal' 	'to take' 	 	 Бурсье 430	 MR
3107	horse (Equus caballus)	→	wave	New	MR	Polysemy	Italian	ital1282	cavallone	 'big horse' 	'sea wave' 	 	 Бурсье 430	 MR
3108	fire	→	very	New	MR	Polysemy	Komi	komi1267	би	 'fire, flame' 	'very, too much' 	 	 КомиРС 42	 MR
3109	woman	→	sheaf	Suspended	MR	Polysemy	Komi	komi1267	ань	 'woman' 	'sheaf of linen (dialect)' 	 	 КомиРС 24, in the dictionary they are listed as homonyms	 MR
3110	face	—	cheek	New	MR	Polysemy	Komi	komi1267	бан	 'face' 	'cheeks' 	 	 Also бан бок 'cheek'. КомиРС 34	 MR
3111	face	→	sharp point	New	MR	Polysemy	Komi	komi1267	бан	 'face' 	'spike' 	 	 КомиРС 34	 MR
3112	fruit	→	result, outcome	Accepted	MR	Polysemy	Tagalog	taga1270	bunge	 'fruit' 	'result' 	 	 Also the adj. mabunge 'fruit', 'effective' Таг 67	 MR
3113	to feed	→	to gas (a car), to refuel	New	MR	Polysemy	Tagalog	taga1270	subuan	 'to feed' 	'to refuel (car)' 	 	 Таг 278	 MR
3114	mouth	→	blade	New	MR	Polysemy	Hausa	haus1257	baki	 'mouth' 	'blade (knife), working part' 	 	 Хауса 31	 MR
3115	leaf	→	blade	New	MR	Polysemy	Spanish	stan1288	hoja	 'plant leaf' 	'blade' 	 	 Narumov 1995: 412	 MR
3116	blade	→	wave	New	MR	Polysemy	French	stan1290	lame	 'blade' 	'wave' 	 	 The second meaning has been attested since the XVII century. Бурсье 562	 MR
3117	ice	→	mirror	New	MR	Polysemy	French	stan1290	glace	 'ice' 	'mirror' 	 	 The second meaning has been attested since the XVII century. Бурсье 562	 MR
3118	to defend	→	to cure, treat (medically)	New	MR	Semantic evolution	Old French	stan1290	garir	 'to protect' 	French 	 	 Бурсье 561	 MR
3119	<artisan>	→	grasshopper (Tettigonioidea)	New	MR	Polysemy	Romanian	oma1329 	cosaş	 'mower' 	'grasshopper' 	 	 DRRS 1, 561, в DEX98 - Nume dat mai multor insecte din familia lăcustelor, care scot un țârâit asemănător cu fâșâitul coasei, в Seche 2002 - Locusta viridissima и Locusta cantans	 MR
3120	basket	→	chest (body part)	New	MR	Polysemy	Romanian	oma1329 	coş	 'basket' 	'chest' 	 	 DRRS 1, 563, DEX98	 MR
3121	to clean	→	to castrate, geld	New	MR	Polysemy	Romanian	oma1329 	a curăţa	 'to clean' 	'to castrate' 	 	 DRRS 1, 600	 MR
3122	to leave behind	→	to win	New	MR	Polysemy	Romanian	oma1329 	a depăşi	 'to outstrip, to anticipate' 	'to outstrip, to win' 	 	 DRRS 1, 646	 MR
3123	to tickle	→	to make noise	New	MR	Polysemy	Russian	russ1263	ščekotat'	 'to tickle' 	'to chirp, to twitter, to chat' 	 	" Old Rus. щекотъ 'nightingale's singing'. Черных 2, 431: ""звуковое впечатение вызывает осязательное впечатление щекотки"" (sound perception causes also tactile tickling sensation), see however Фасмер 4, 500: ""объединение этих слов затруднительно"" (it is hard to related these words to each other)"	 MR
3124	oats	→	yellow-hammer	New	MR	Derivation	Russian	russ1263	oves	 'oat' → 		 	 	 MR
3125	rural	→	vulgar	Accepted	MR	Polysemy	Indonesian	indo1316	udik	 'countryside' 	'underdeveloped, ignorant' 	 	 The first meaning is that of 'upstream of the river'. Коригодский и др. 1028	 MR
3126	urban	→	cultivated	New	MR	Derivation	Latin	lati1261	civitas	 'city, town' → 		 	 	 MR
3127	<animal>	→	greedy	Accepted	MR	Polysemy	French	stan1290	rat	 'rat' 	'penny father' 	 	 	 MR
3128	to undress	→	to throw down a challenge	New	MR	Polysemy	Koryak	kory1246	ичг'ыйтывэк	 'to undress' 	'to call to fight' 	 	 КорРС 37	 MR
3129	sad	—	lazy	New	MR	Polysemy	Koryak	kory1246	ныв'энӃаӃэн	 'sad' 	'lazy' 	 	 КорРС 75	 MR
3130	<animal>	→	bully	New	MR	Polysemy	Komi	komi1267	тоторкатша	 'shrike' 	'bully' 	 	 КомиРС 645	 MR
3131	miracle	→	mirror	New	MR	Polysemy	Occitan	occi1239	miralh	 'miracle' 	'mirror' 	 	 Бурсье 272	 MR
3132	witch	→	butterfly	Accepted	MR	Polysemy	Hungarian	hung1274	bosorkány	 'witch' 	'butterfly' 	 	 Borrowed in the Ucr. dial. босорка, босорканя 'witch', 'night-fly', 'toad', босоркун 'vampire'	 MR
3133	to saw	→	to bite	New	MR	Polysemy	Ancient Greek	anci1242	πρίω	 'to saw' 	'to bite' 	 	 	 MR
3134	to saw	→	to vex, exasperate	New	MR	Polysemy	Ancient Greek	anci1242	πρίω	 'to saw' 	'to annoy, to infuriate' 	 	 	 MR
3135	wing	—	feather	New	MR	Polysemy	Ancient Greek	anci1242	πτερόν	 'wing' 	'feather' 	 	 	 MR
3136	feather	→	arrow	New	MR	Polysemy	Ancient Greek	anci1242	πτερόν	 'feather' 	'feathered arrow' 	 	 	 MR
3137	wing	→	oar	New	MR	Polysemy	Ancient Greek	anci1242	πτέρυξ	 'wing' 	'paddle' 	 	 	 MR
3138	thick	—	hard, solid	New	MR	Polysemy	Ancient Greek	anci1242	πυκνός	 'толстый (о ткани)' 	'крепкий, твердый (нпр., о кости)' 	 	 	 MR
3139	to throw	→	to chase away	New	MR	Polysemy	Ancient Greek	anci1242	ῥίπτω	 'to throw, to cast' 	'to drive (out)' 	 	 	 MR
3140	bitter	→	yellow	New	MR	Semantic evolution	Latin	lati1261	amarus	 'bitter' 	Spanish 	 	 via the Vulg. Lat. *amarellus 'bilious', 'yellow'. Бурсье 352	 MR
3141	stone, rock	→	colour	New	MR	Polysemy	Old Norse	oldn1244	hallr	 'stone' 	'colour' 	 	 Cleasby, Vigfusson 235. The second meaning is present in the poetry of scalds (Топоркова Т. В. На пути от имени нарицательного к имени собственному. Др-исл.hallr в Старшей Эдде // Вопросы ономастики, 3, 2006, 22).	 MR
3142	to turn, rotate (intr.)	→	to pass (of time)	New	MR	Derivation	Ancient Greek	anci1242	τρέπω	 'to turn' → 		 	 	 MR
3143	clasp, buckle	→	fibula (anat.)	New	MR	Polysemy	Ancient Greek	anci1242	περόνη	 'pin, hairpin, clasp' 	'calf bone' 	 	 	 MR
3144	to throw	→	to kick	New	MR	Polysemy	Romanian	oma1329 	a azvârli	 'to throw' 	'to kick out, to fling out heels' 	 	 DRRS 1, 187, DEX98. Also a zvârli	 MR
3145	shoal	→	troop (of animals)	New	MR	Polysemy	Romanian	oma1329 	banc	 'sandbank' 	'flock (fish)' 	 	 DRRS 1, 194, DEX98	 MR
3146	nestling, baby bird	—	bud (of a flower)	New	MR	Polysemy	Romanian	oma1329 	boboc	 'duckling, gosling' 	'bud' 	 	 DRRS 1, 253, DEX98	 MR
3147	bull	→	frog	New	MR	Derivation	Romanian	oma1329 	buhai	 'bull' → 		 	 DRRS 1, 284, DEX98	 MR
3148	bull	→	water beetle	New	MR	Derivation	Romanian	oma1329 	bou	 'bull' → 		 	 DRRS 1, 265, DEX98. Also bou-de-apă	 MR
3149	wooden object	→	pack of cards	New	MR	Polysemy	Russian	russ1263	koloda	 'block, log' 	'a pack of cards' 	 	 	 MR
3150	to fall down	→	to suit (of clothes)	New	MR	Polysemy	Romanian	oma1329 	a cădea	 'to fall' 	'to suit (clothes)' 	 	 DRRS 1, 363	 MR
3151	<vessel>	→	columbine (Aquilegia)	New	MR	Polysemy	Romanian	oma1329 	căldăruşă	 'pail' 	'water collection' 	 	 DRRS 1, 368, DEX98	 MR
3152	grey	→	hare (Lepus)	New	MR	Derivation	Old High German	stan1295	hasan	 'shimmering gray' → 		 	 Cognates: Lat. canus 'gray', Old Eng. hasu 'gray', Anc. Greek ξανθός 'blond', Wel. ceinach 'hare', Germ. Hase, Old Eng. hare (mod. hare), Old Icel. heri, Old Prus. sasins, Sanskr. Çaçá	 MR
3153	to spring, jump	→	hare (Lepus)	New	MR	Cognates	Lithuanian	lith1251	žáisti	 'to jump'  — Russian 	to jump	 	 	 MR
3154	<foreigner>	→	rooster	New	MR	Polysemy	Ancient Greek	anci1242	Περσικός	 'Persian' 	'cock' 	 	 Aristophanes has it Περσικὴ ὄρνις	 MR
3155	air	→		New	MR	Polysemy	Romanian	oma1329 	aer	 'air' 	'appearance' 	 	 DRRS 1, 42	 MR
3156	active	→	clever	New	MR	Polysemy	Romanian	oma1329 	ager	 'vivacios, quick, nimble' 	'smart' 	 	 DRRS 1, 42, DEX98	 MR
3157	active	→	keen (of senses)	New	MR	Polysemy	Romanian	oma1329 	ager	 'vivacios, quick, nimble' 	'sharp (sight)' 	 	 DRRS 1, 51	 MR
3158	white	→	linen (underwear, bed-clothes)	New	MR	Derivation	Ukrainian	ukra1253	bilyj	 'white' → 		 	 	 MR
3159	to bend, bow (intr.)	→	to obey	New	MR	Polysemy	Ancient Greek	anci1242	ὑποκύπτω	 'to bend, to incline' 	'to obey' 	 	 	 MR
3160	rough, uneven	→	sour	New	MR	Polysemy	Romanian	oma1329 	aspru	 'rough, rugged' 	'sour' 	 	 DRRS 1, 152, DEX98	 MR
3161	dirty	→	evil spirit	New	MR	Polysemy	Russian	russ1263	nečistyj	 'unclean, filthy' 	'devil' 	 	 	 MR
3162	to tickle	→	water nymph	New	MR	Derivation	Ukrainian	ukra1253	loskotat'	 'to tickle' → 		 	 Also лоскотовка, лоскотница, лоскотарка, лоскотка.	 MR
3163	<bird>	→	freckle	Accepted	MR	Polysemy	Erzya	erzy1239	безьгун	 'swift' 	'freckles' 	 	 ЭрзРС 79	 MR
3164	foot/leg	→	hare (Lepus)	New	MR	Derivation	Lithuanian	lith1251	kiškà	 'thigh' → 		 	 	 MR
3165	puppy (of a dog)	→	clove (of a garlic)	New	MR	Polysemy	Romanian	oma1329 	căţel	 'puppy' 	'garlic colve' 	 	 DRRS 1, 380	 MR
3166	to sing	→	rooster	Accepted	MR	Polysemy	Romanian	oma1329 	cântător	 'singer' 	'cock' 	 	 from the verb a cânta 'to sing'. DRRS 1, 386, DEX98	 MR
3167	to push	→	to bribe	New	MR	Polysemy	Romanian	oma1329 	a împinge	 'to push' 	'to bribe' 	 	 DRRS 1, 1072	 MR
3168	earring	→	spindle (Euonymus)	New	MR	Derivation	Ukrainian	ukra1253	sergy	 'earrings' → 		 	 Kolosova 2009, 120	 MR
3169	to die, pass away	→	to be extinguished (light)	New	MR	Polysemy	Burmese	nucl1310	ṭей	 'to be dead, to be dying' 	'to be off, extinguished' 	 	 Novikov et al. 1976, 552	 MR
3170	to die, pass away	→	to abate (about wind)	New	MR	Polysemy	Burmese	nucl1310	ṭей	 'to be dead, to be dying' 	'to subside (wind, tide)' 	 	 Novikov et al. 1976, 552	 MR
3171	to die, pass away	→	paralyzed	New	MR	Polysemy	Burmese	nucl1310	ṭей	 'to be dead, to be dying' 	'to be paralysed (med.)' 	 	 Novikov et al. 1976, 552	 MR
3172	wet	—	fresh	New	MR	Polysemy	Burmese	nucl1310	соу	 'to be wet' 	'to be fresh (colour, face)' 	 	 Also соубьей 'to be fresh (green)', соушѝн 'to be juicy (fruit)' Novikov et al. 1976, 166	 MR
3173	peach	↔	plum	Accepted	MR	Derivation	Ofo	ofoo1242	akônti	 'peach' → 		 	 lit. peach + red	 MR
3174	broom	→	comet	New	MR	Polysemy	Serbo-Croatian	out1528 	metla	 'broom, besom' 	'comet' 	 	 Толстой 1957, 404. The second meaning is dialectal Горячева 1997, 27	 MR
3175	right (vs. left)	→	liver	New	MR	Derivation	Old East Slavic	oldr1238	десныи	 'right' → 		 	 Чурмаева 1997, 117	 MR
3176	dog	→	witch	New	MR	Borrowing	Russian	russ1263	sobaka	 'dog' 	Kashub 	 	 Dulichenko 2005, 405	 MR
3177	to clench fist	→	to roll up a trunk (of elephant)	New	MR	Polysemy	Khmer	khme1253	kɒŋkuǝɲ	 'to clench (fists)' 	'to roll up (elephant's trunk)' 	 	 Gorgoniev 1984, 27	 MR
3178	to hinder	—	to object	New	MR	Polysemy	Khmer	khme1253	kɒntɔɒh	 'to prevent, to hurdle' 	'to object' 	 	 Gorgoniev 1984, 33	 MR
3179	stove	→	prison	New	MR	Polysemy	Khmer	khme1253	kuk	 'earth stone' 	'jail, prison' 	 	 Gorgoniev 1984, 145	 MR
3180	head	→	plot	New	MR	Polysemy	Khmer	khme1253	kba:l	 'head' 	'lot' 	 	 Gorgoniev 1984, 89	 MR
3181	head	→	nail-head	Accepted	MR	Polysemy	English	stan1293	head	   		 	 	 MR
3182	to doubt	→	to be surprised	New	MR	Polysemy	Khmer	khme1253	chŋɒl	 'to doubt, to hesitate' 	'to be surprised, to be amazed' 	 	 Gorgoniev 1984, 218	 MR
3183	cat	→	owl	New	MR	Derivation	Khmer	khme1253	chma:	 'cat (male and female)' → 		 	 Gorgoniev 1984, 221	 MR
3184	to peck (of a bird)	—	to bite (of a fish)	New	MR	Polysemy	Russian	russ1263	klevat'	 'to peck, to pick' 	'to bite' 	 	 	 MR
3185	low (location)	→	weak	New	MR	Polysemy	Khmer	khme1253	cɔ:t	 'lower' 	'weak, feeble' 	 	 Gorgoniev 1984, 226	 MR
3186	to dig	→	to thrust (into)	New	MR	Polysemy	Khmer	khme1253	ci:k	 'to dig, to excavate (hole)' 	'to pierce: to drill, to bore' 	 	 Gorgoniev 1984, 236	 MR
3187	to dig	→	to kick	New	MR	Polysemy	Polish	poli1260	kopać	 'to dig' 	'to kick' 	 	 to dig > to stamp (horse)> to kick (horse) > to kick	 MR
3188	dry	—	dirty	New	MR	Polysemy	Khmer	khme1253	crɔmu:h	 'dry, dried' 	'dirty, solied' 	 	 Gorgoniev 1984, 247	 MR
3189	dry	→	sad	New	MR	Polysemy	Khmer	khme1253	crɔmi:h	 'dry, dried' 	'sad' 	 	 Gorgoniev 1984, 247	 MR
3190	low (location)	→	old (vs. new)	New	MR	Polysemy	Khmer	khme1253	rɔkhaok	 'low, cast down' 	'very old' 	 	 Gorgoniev 1984, 558	 MR
3191	sky	—	cloud	New	MR	Polysemy	Khmer	khme1253	sothẹə-senthuʔ	 'sky' 	'clouds' 	 	 Gorgoniev 1984, 716	 MR
3192	<hat>	→	aconite	Accepted	MR	Derivation	Hungarian	hung1274	sisak	 'helmet' → 		 	 	 MR
3193	<foot-wear>	→	aconite	Accepted	MR	Polysemy	Belarusan	bela1254	bociki	 'shoes, boots' 	'bikh, aconite' 	 	 Kolosova 2009, 27	 MR
3194	monk	→	macereed (Typha)	New	MR	Derivation	Bulgarian	bulg1262	kaluger	 'monk' → 		 	 Kolosova 2009, 27	 MR
3195	<foot-wear>	→	lady's slipper (Cypripedium)	Accepted	MR	Derivation	French	stan1290	soulier	 'shoe' → 		 	 	 MR
3196	blood	→	Saint-John's-wort (Hypericum)	New	MR	Derivation	Belarusan	bela1254	kroŭ	 'blood' → 		 	 Kolosova 2009, 156	 MR
3197	blue	→	cornflower (Centaurea)	Accepted	MR	Polysemy	Romanian	oma1329 	albăstrel	 'Diminutiv a lui albastru.' 	'Plantă erbacee cu flori albastre: albăstriță (Centaurea cyanus)' 	 	 DEX98	 MR
3198	rye (Secale)	→	cornflower (Centaurea)	New	MR	Derivation	Belarusan	bela1254	žyta	 'rye' → 		 	 Kolosova 2009, 145	 MR
3199	cereal	→	cornflower (Centaurea)	New	MR	Derivation	German	stan1295	Korn	 'bread, corn: rye' → 		 	 	 MR
3200	bald	→	dandelion (Taraxacum)	New	MR	Derivation	Bulgarian	bulg1262	kelav, keljav	 'bald' → 		 	 Also келавщина, келявост, келавица Kolosova 2009, 190 Stand. Bulg. Глухарче	 MR
3201	milk	→	dandelion (Taraxacum)	New	MR	Derivation	English	stan1293	milk	  → 		 	 Also milk-witch gowan	 MR
3202	bitter	→	dandelion (Taraxacum)	New	MR	Derivation	Bulgarian	bulg1262	bridăkă	 'spicy, bitter (obs.)'  		 	 Also бърдоква	 MR
3203	priest (Christianity)	→	dandelion (Taraxacum)	New	MR	Polysemy	Polish	poli1260	mniszek	  'dandelion (Taraxacum)' 		 	 	 MR
3204	loach (fish, Misgurnus)	—	eel (Anguilla anguilla)	New	MR	Polysemy	Romanian	oma1329 	chişсar	 'loach' 	'eel' 	 	 DRRS 1, 428. In DEX98 there is only loach.	 MR
3205	evil spirit	→	mad	Suspended	MR	Derivation	Old Slavonic	chur1257	бѣсъ	 'evil spirit' → 		 	 Ст.-слав. словарь 107.	 MR
3206	strength	→	<weapon>	New	MR	Polysemy	Osetin	osse1243	æxsar	 'force' 	'sword (in the Ossetic translation of the Gospel)' 	 	 Абаев 4, 224. The word æxsargard 'sword' from æxsar and kard 'knife, sword' is more common.	 MR
3207	to fall asleep	→	to be extinguished (light)	New	MR	Polysemy	Osetin	osse1243	xyssyn	 'to sleep' 	'to go out, to extinct' 	 	 Абаев 4, 272	 MR
3208	prison	→	hell	New	MR	Borrowing	Farsi	fars1255	zindān	 'jail, prison' 	Osetin 	 	 Абаев 4, 322. In the popular etymology it is conceptualized as place (don) of hardship (zyn).	 MR
3209	sun	→	happiness, luck	New	MR	Polysemy	Osetin	osse1243	xūr | xor	 'sun' 	'happiness' 	 	 Абаев 4, 246-247	 MR
3210	black	→	priest (Christianity)	Suspended	MR	Derivation	Osetin	osse1243	saw	 'black' → 		 	 Абаев 3, 45	 MR
3211	foot/leg	→	plantain (Plantago)	New	MR	Derivation	Latin	lati1261	planta	 'foot, sole' → 		 	 	 MR
3212	to read	—	to sing	New	MR	Polysemy	Farsi	fars1255	xån-, xånd-	 'to read' 	'to sing' 	 	 ЭСИЯ 3, 459, the same in many Iranian languages. The meanings of 'to sound, to ring', 'to speak, to read aloud, to pronounce with singing accent (prayers, incantations), to declaim, tp call to, to sing' can be reconstructed for Proto-Iranian. The meaning of 'читать' is rather secondary.	 MR
3213	to sit	—	to wait	New	MR	Polysemy	Shughni	shug1248	niθ-	 'to sit' 	'to wait' 	 	 ЭСИЯ 3, 308	 MR
3214	when	—	long ago	New	MR	Polysemy	Itelmen	itel1242	ит'э	 'when' 	'long ago, before' 	 	 Володин, Халоймова 26	 MR
3215	ahead	→	elder	New	MR	Polysemy	Itelmen	itel1242	кл̹фəњч'ан	 'front' 	'elder' 	 	 Володин, Халоймова 31	 MR
3216	to extinguish	→	to close one's eyes	New	MR	Polysemy	Itelmen	itel1242	но'ңка'л̹эс	 'to extinguish' 	'to close one's eyes' 	 	 Володин, Халоймова 62	 MR
